city,date,avg_temperature_c,humidity_pct,air_quality_index,avg_commute_time_min,traffic_congestion_pct,noise_level_db,is_workday,public_events_count,micro_stress_index
Berlin,2023-04-20,30.4,62.6,71,34.7,74.8,67.9,1,0,54.78
Berlin,2023-04-21,27.3,72.5,63,38.2,66.6,60.9,1,6,57.23
Berlin,2023-04-22,10.6,57.0,98,35.4,67.9,60.4,0,3,48.74
Berlin,2023-04-23,17.2,72.3,69,45.0,76.5,73.6,0,2,52.07
Berlin,2023-04-24,17.4,79.0,27,46.6,70.5,57.0,1,1,54.11
Berlin,2023-04-25,23.4,63.1,36,20.4,63.8,62.0,1,2,44.75
Berlin,2023-04-26,25.7,67.2,87,25.6,44.1,69.9,1,2,47.52
Berlin,2023-04-27,28.7,63.3,70,20.7,54.7,57.0,1,3,46.76
Berlin,2023-04-28,27.7,76.1,53,33.4,51.0,66.4,1,2,50.42
Berlin,2023-04-29,28.5,74.2,48,41.5,50.8,66.4,0,3,45.38
Berlin,2023-04-30,19.9,45.0,59,38.5,58.2,59.1,0,3,40.58
Berlin,2023-05-01,13.4,83.6,72,44.5,55.2,53.0,1,1,54.01
Berlin,2023-05-02,1.0,60.2,40,21.6,49.4,59.9,1,0,47.93
Berlin,2023-05-03,30.7,74.6,90,36.8,84.5,58.9,1,2,59.64
Berlin,2023-05-04,19.3,63.4,54,17.3,48.3,57.0,1,1,40.51
Berlin,2023-05-05,22.7,65.8,72,51.8,46.1,61.7,1,3,52.48
Berlin,2023-05-06,21.9,55.5,48,30.0,67.1,56.2,0,2,38.35
Berlin,2023-05-07,28.6,66.1,32,38.9,43.9,58.2,0,6,42.7
Berlin,2023-05-08,24.0,83.9,48,31.1,57.3,52.3,1,1,46.79
Berlin,2023-05-09,22.1,50.8,40,36.6,75.1,51.7,1,2,48.11
Berlin,2023-05-10,45.1,56.0,51,43.5,57.7,59.3,1,2,58.19
Berlin,2023-05-11,22.8,77.2,38,32.1,55.4,64.0,1,1,47.08
Berlin,2023-05-12,13.7,56.1,43,22.2,89.0,70.6,1,1,53.37
Berlin,2023-05-13,22.7,60.2,68,25.7,73.2,61.6,0,2,41.02
Berlin,2023-05-14,23.2,60.7,51,36.8,93.6,63.4,0,4,49.6
Berlin,2023-05-15,31.3,53.7,57,27.5,91.7,61.3,1,2,55.42
Berlin,2023-05-16,13.5,80.1,46,38.9,45.5,54.5,1,0,48.27
Berlin,2023-05-17,32.4,82.7,33,36.6,56.7,59.6,1,1,51.98
Berlin,2023-05-18,20.8,67.9,31,40.7,58.5,57.8,1,2,48.73
Berlin,2023-05-19,30.3,55.1,23,36.5,52.7,67.4,1,3,50.08
Berlin,2023-05-20,19.0,59.1,47,29.2,73.6,63.1,0,5,44.67
Berlin,2023-05-21,23.1,72.3,51,30.4,73.9,62.2,0,3,43.96
Berlin,2023-05-22,12.4,60.4,46,39.9,75.0,62.0,1,4,57.58
Berlin,2023-05-23,27.2,77.5,36,22.2,55.8,59.6,1,4,47.82
Berlin,2023-05-24,20.3,53.6,55,15.8,93.2,63.7,1,2,49.74
Berlin,2023-05-25,26.7,64.5,30,31.8,71.3,53.7,1,0,47.42
Berlin,2023-05-26,5.5,56.9,27,45.4,44.9,63.0,1,2,53.07
Berlin,2023-05-27,22.0,67.3,48,26.9,62.5,61.2,0,5,41.08
Berlin,2023-05-28,21.6,61.2,23,33.2,83.1,63.2,0,2,43.15
Berlin,2023-05-29,27.6,59.7,36,28.3,68.7,66.5,1,3,50.88
Berlin,2023-05-30,30.7,73.7,64,39.7,57.3,56.4,1,3,54.03
Berlin,2023-05-31,17.3,74.9,21,21.5,37.8,54.7,1,1,39.46
Berlin,2023-06-01,10.8,71.6,45,15.7,64.7,61.7,1,2,48.79
Berlin,2023-06-02,20.4,72.5,50,30.9,60.5,72.6,1,2,50.57
Berlin,2023-06-03,34.6,71.7,38,39.9,91.9,57.2,0,2,52.33
Berlin,2023-06-04,31.1,68.0,47,22.4,74.9,58.5,0,1,42.18
Berlin,2023-06-05,23.5,49.6,40,39.8,46.3,61.9,1,1,44.69
Berlin,2023-06-06,33.2,48.5,60,28.2,57.1,55.4,1,3,48.89
Berlin,2023-06-07,18.6,45.0,35,39.2,42.4,55.6,1,0,41.77
Berlin,2023-06-08,14.5,61.1,60,31.9,63.0,56.4,1,0,48.52
Berlin,2023-06-09,25.2,77.4,39,47.1,62.2,65.1,1,3,55.54
Berlin,2023-06-10,15.1,62.3,84,22.2,69.5,56.6,0,4,43.61
Berlin,2023-06-11,18.3,56.1,60,46.5,81.9,70.9,0,6,53.9
Berlin,2023-06-12,22.4,63.5,20,28.5,47.4,63.5,1,0,41.1
Berlin,2023-06-13,23.4,42.4,85,42.0,41.1,62.5,1,1,45.83
Berlin,2023-06-14,25.1,57.0,43,17.5,66.2,50.7,1,2,42.86
Berlin,2023-06-15,26.8,67.8,63,47.7,62.8,75.0,1,1,56.8
Berlin,2023-06-16,21.7,74.5,32,45.0,80.6,68.4,1,1,55.72
Berlin,2023-06-17,23.7,48.0,38,33.5,100.0,62.6,0,3,47.25
Berlin,2023-06-18,20.8,55.3,21,28.1,66.0,58.7,0,3,37.94
Berlin,2023-06-19,15.5,70.9,41,22.5,80.5,62.8,1,1,51.02
Berlin,2023-06-20,14.0,85.2,20,30.0,64.8,62.6,1,1,50.86
Berlin,2023-06-21,6.5,66.0,31,25.1,77.5,59.8,1,0,52.42
Berlin,2023-06-22,23.4,60.7,33,40.7,66.3,71.4,1,1,51.34
Berlin,2023-06-23,16.4,69.3,20,28.5,80.6,66.9,1,4,54.35
Berlin,2023-06-24,10.8,62.7,79,27.1,81.7,66.1,0,4,50.59
Berlin,2023-06-25,31.6,71.0,42,39.0,50.5,51.4,0,3,42.54
Berlin,2023-06-26,27.4,66.4,44,24.4,58.2,61.1,1,0,45.24
Berlin,2023-06-27,12.1,67.3,53,27.6,74.8,63.4,1,0,52.19
Berlin,2023-06-28,23.9,60.6,62,37.0,35.7,62.1,1,2,44.94
Berlin,2023-06-29,18.0,66.6,67,31.9,65.6,56.7,1,2,50.29
Berlin,2023-06-30,13.8,70.9,44,16.6,85.7,63.2,1,1,51.34
Berlin,2023-07-01,10.2,64.4,58,46.0,63.7,61.2,0,1,48.24
Berlin,2023-07-02,29.5,53.4,47,25.9,67.0,65.7,0,2,41.61
Berlin,2023-07-03,23.9,55.6,42,35.8,52.7,67.5,1,1,46.65
Berlin,2023-07-04,15.5,72.4,28,17.6,81.3,58.8,1,1,48.65
Berlin,2023-07-05,33.7,58.4,42,28.4,46.5,57.3,1,2,46.64
Berlin,2023-07-06,7.9,65.2,29,27.7,67.3,58.2,1,1,50.9
Berlin,2023-07-07,21.4,65.4,44,25.6,49.8,59.3,1,1,42.37
Berlin,2023-07-08,16.9,65.2,43,46.1,44.2,60.1,0,2,41.65
Berlin,2023-07-09,23.8,52.7,63,21.8,29.9,67.2,0,7,35.87
Berlin,2023-07-10,20.9,57.7,56,15.1,84.8,67.7,1,2,48.82
Berlin,2023-07-11,24.0,53.3,73,28.0,61.7,59.7,1,2,47.12
Berlin,2023-07-12,16.4,64.1,66,33.8,76.4,63.2,1,1,53.63
Berlin,2023-07-13,22.1,65.8,63,30.8,60.5,59.9,1,2,47.69
Berlin,2023-07-14,10.4,77.3,20,37.0,54.7,66.2,1,1,52.11
Berlin,2023-07-15,24.1,77.5,33,27.1,72.7,53.1,0,4,42.04
Berlin,2023-07-16,34.1,49.4,38,32.4,93.9,65.6,0,2,49.75
Berlin,2023-07-17,16.1,70.1,74,34.0,72.4,65.9,1,3,56.14
Berlin,2023-07-18,22.5,66.4,56,36.0,37.1,63.1,1,4,46.56
Berlin,2023-07-19,24.0,56.5,37,38.0,57.6,65.9,1,1,47.83
Berlin,2023-07-20,30.4,76.4,84,31.3,67.7,62.6,1,3,56.02
Berlin,2023-07-21,9.0,55.4,59,30.4,75.5,59.9,1,3,55.34
Berlin,2023-07-22,2.6,50.5,27,23.9,56.8,55.8,0,5,43.18
Berlin,2023-07-23,17.1,53.8,27,37.7,58.3,55.2,0,5,41.73
Berlin,2023-07-24,24.3,40.5,22,32.4,61.3,59.4,1,0,42.84
Berlin,2023-07-25,12.9,54.3,45,15.0,65.7,71.0,1,1,47.03
Berlin,2023-07-26,15.2,75.8,74,25.1,67.7,62.8,1,4,53.94
Berlin,2023-07-27,38.0,85.4,58,36.5,81.2,58.1,1,3,62.02
Berlin,2023-07-28,21.3,56.4,45,42.4,66.2,61.4,1,3,51.6
Berlin,2023-07-29,11.6,57.0,31,35.8,67.4,60.3,0,3,45.0
Berlin,2023-07-30,13.4,50.3,47,25.1,57.6,60.4,0,7,42.82
Berlin,2023-07-31,25.5,66.0,27,28.5,74.1,64.2,1,2,50.11
Berlin,2023-08-01,20.0,55.1,45,38.2,33.2,61.0,1,2,43.21
Berlin,2023-08-02,11.1,61.9,108,29.9,63.2,64.1,1,3,55.73
Berlin,2023-08-03,13.9,76.6,45,21.9,45.2,56.9,1,3,45.84
Berlin,2023-08-04,16.5,77.2,96,28.9,72.2,63.0,1,0,53.3
Berlin,2023-08-05,10.0,68.7,49,42.5,72.1,63.4,0,2,50.19
Berlin,2023-08-06,19.1,67.5,48,31.0,71.7,56.8,0,3,42.82
Berlin,2023-08-07,10.0,45.4,20,45.9,38.1,56.2,1,1,46.51
Berlin,2023-08-08,16.5,60.2,82,22.4,63.5,62.7,1,1,48.14
Berlin,2023-08-09,16.8,68.7,42,15.6,84.6,71.4,1,0,49.94
Berlin,2023-08-10,26.1,63.6,49,40.0,50.7,61.9,1,1,48.5
Berlin,2023-08-11,34.0,64.1,23,31.1,46.9,59.9,1,1,46.82
Berlin,2023-08-12,35.5,63.3,32,32.7,87.4,63.6,0,5,52.28
Berlin,2023-08-13,27.7,78.1,31,28.8,63.2,64.5,0,2,42.34
Berlin,2023-08-14,26.2,48.9,37,40.6,62.5,62.4,1,3,50.71
Berlin,2023-08-15,16.5,63.7,63,39.5,63.7,60.7,1,4,54.5
Berlin,2023-08-16,22.9,60.7,70,30.6,43.4,59.4,1,1,43.42
Berlin,2023-08-17,5.0,79.7,104,28.2,55.6,54.3,1,1,54.36
Berlin,2023-08-18,9.6,65.0,20,20.3,68.1,57.9,1,2,48.61
Berlin,2023-08-19,29.6,61.4,33,28.7,48.4,54.6,0,3,37.59
Berlin,2023-08-20,-3.5,59.1,20,32.5,64.3,61.3,0,0,46.82
Berlin,2023-08-21,22.4,64.7,20,42.4,64.8,59.2,1,1,48.64
Berlin,2023-08-22,7.4,70.6,67,34.3,77.1,54.7,1,0,55.88
Berlin,2023-08-23,27.8,52.1,34,39.6,74.2,66.2,1,3,54.28
Berlin,2023-08-24,-4.4,62.2,35,38.4,58.2,66.5,1,1,58.45
Berlin,2023-08-25,18.9,57.2,48,25.7,66.1,59.6,1,2,46.98
Berlin,2023-08-26,17.6,58.5,88,27.8,58.1,69.8,0,6,45.68
Berlin,2023-08-27,12.5,41.0,85,24.3,67.6,60.2,0,2,41.76
Berlin,2023-08-28,10.4,82.9,78,32.3,54.7,57.8,1,2,53.66
Berlin,2023-08-29,-3.3,53.5,80,43.6,72.3,62.5,1,2,63.73
Berlin,2023-08-30,15.8,63.0,55,36.3,41.7,58.3,1,0,45.31
Berlin,2023-08-31,25.9,50.8,28,26.1,65.8,59.3,1,1,44.77
Berlin,2023-09-01,17.5,58.4,23,36.9,59.9,64.1,1,1,48.19
Berlin,2023-09-02,18.2,63.7,60,28.6,76.2,62.9,0,1,42.99
Berlin,2023-09-03,26.1,55.7,44,31.6,61.9,59.1,0,2,39.66
Berlin,2023-09-04,15.8,68.9,52,23.6,47.7,62.2,1,2,45.72
Berlin,2023-09-05,5.8,57.0,20,40.6,71.3,59.7,1,2,55.95
Berlin,2023-09-06,7.9,61.3,61,39.1,20.7,74.5,1,1,48.83
Berlin,2023-09-07,17.3,86.4,70,48.9,72.1,65.6,1,3,61.1
Berlin,2023-09-08,27.3,68.2,47,25.8,82.5,66.8,1,2,53.4
Berlin,2023-09-09,5.8,65.3,54,34.4,80.1,64.3,0,3,52.17
Berlin,2023-09-10,21.1,49.2,24,37.5,59.8,61.6,0,2,38.38
Berlin,2023-09-11,23.2,62.1,44,48.4,55.7,55.3,1,1,49.12
Berlin,2023-09-12,-0.4,59.9,25,31.5,64.2,62.7,1,2,55.55
Berlin,2023-09-13,11.7,53.6,75,46.5,56.1,66.3,1,1,54.93
Berlin,2023-09-14,12.6,80.5,20,50.2,56.4,68.9,1,3,57.72
Berlin,2023-09-15,15.3,56.4,43,21.6,68.6,56.9,1,3,47.74
Berlin,2023-09-16,21.5,65.3,66,39.0,53.6,58.8,0,5,43.16
Berlin,2023-09-17,26.2,73.6,20,29.5,79.5,55.2,0,3,43.38
Berlin,2023-09-18,23.5,68.7,56,33.4,43.1,63.5,1,1,45.28
Berlin,2023-09-19,31.0,70.3,20,25.5,56.5,58.2,1,0,45.3
Berlin,2023-09-20,32.5,74.2,50,46.9,63.3,63.4,1,3,58.56
Berlin,2023-09-21,13.5,69.1,45,16.9,72.7,62.1,1,2,49.43
Berlin,2023-09-22,15.1,83.3,38,40.3,27.5,55.1,1,3,46.94
Berlin,2023-09-23,24.8,68.1,25,31.9,77.1,50.5,0,2,41.04
Berlin,2023-09-24,21.9,70.5,35,37.4,56.2,61.8,0,7,44.24
Berlin,2023-09-25,24.8,61.3,28,36.4,67.9,55.0,1,4,50.43
Berlin,2023-09-26,17.1,66.2,20,25.9,60.0,55.7,1,4,46.92
Berlin,2023-09-27,20.4,58.0,20,45.6,44.9,53.6,1,1,44.38
Berlin,2023-09-28,20.1,56.5,53,27.8,57.5,59.6,1,1,44.67
Berlin,2023-09-29,10.5,53.9,54,35.2,61.0,59.9,1,3,52.75
Berlin,2023-09-30,32.5,59.2,21,40.0,64.7,57.0,0,4,45.65
Berlin,2023-10-01,35.2,61.8,58,15.0,46.1,61.5,0,4,38.99
Berlin,2023-10-02,35.2,63.9,45,19.7,66.6,64.3,1,1,49.92
Berlin,2023-10-03,21.8,54.5,20,31.2,61.6,63.9,1,3,46.28
Berlin,2023-10-04,25.3,62.4,74,15.0,56.8,62.0,1,5,46.92
Berlin,2023-10-05,15.2,72.7,30,34.4,43.2,66.2,1,1,47.19
Berlin,2023-10-06,16.4,51.3,25,29.5,51.3,64.6,1,3,46.01
Berlin,2023-10-07,20.1,62.4,24,32.5,76.0,57.6,0,0,39.63
Berlin,2023-10-08,45.1,54.2,43,32.2,65.0,52.3,0,2,46.67
Berlin,2023-10-09,11.2,80.0,63,32.1,63.5,56.6,1,1,52.92
Berlin,2023-10-10,29.1,61.1,66,31.8,52.0,57.3,1,1,47.47
Berlin,2023-10-11,13.9,60.5,61,34.3,67.8,63.3,1,3,54.12
Berlin,2023-10-12,13.3,44.3,48,36.1,70.2,63.5,1,2,52.31
Berlin,2023-10-13,30.3,61.2,68,35.2,77.8,56.8,1,1,54.01
Berlin,2023-10-14,33.7,44.9,37,24.5,75.1,70.6,0,5,46.53
Berlin,2023-10-15,12.9,66.2,24,26.0,74.3,54.8,0,4,43.59
Berlin,2023-10-16,15.3,63.6,38,27.6,71.3,59.4,1,7,54.21
Berlin,2023-10-17,22.3,53.2,57,29.9,88.7,66.0,1,0,51.05
Berlin,2023-10-18,-2.5,64.5,27,44.0,74.2,62.2,1,3,63.2
Berlin,2023-10-19,12.6,64.0,33,50.1,87.0,66.3,1,3,62.38
Berlin,2023-10-20,22.6,64.9,49,17.6,53.5,62.9,1,2,42.54
Berlin,2023-10-21,38.5,63.8,68,39.2,60.6,66.0,0,5,52.25
Berlin,2023-10-22,29.5,74.6,66,30.4,81.1,67.5,0,2,49.01
Berlin,2023-10-23,25.8,79.3,39,27.6,90.7,60.0,1,2,54.52
Berlin,2023-10-24,11.9,56.4,32,36.2,95.2,58.9,1,9,63.34
Berlin,2023-10-25,36.4,59.9,54,34.7,33.1,57.6,1,2,47.53
Berlin,2023-10-26,13.2,70.7,20,25.9,69.3,55.0,1,2,48.99
Berlin,2023-10-27,14.0,75.8,20,25.7,44.9,49.0,1,4,44.89
Berlin,2023-10-28,13.8,67.1,29,44.2,48.2,49.2,0,3,41.57
Berlin,2023-10-29,24.0,58.6,35,28.9,93.3,64.5,0,2,45.16
Berlin,2023-10-30,2.4,61.3,51,30.9,66.7,57.1,1,2,55.17
Berlin,2023-10-31,19.6,50.9,54,25.2,73.4,65.4,1,2,48.66
Berlin,2023-11-01,19.4,47.9,56,30.9,63.9,65.4,1,1,47.42
Berlin,2023-11-02,10.0,59.7,49,27.3,40.0,64.3,1,3,47.69
Berlin,2023-11-03,21.9,70.9,57,20.7,90.8,55.0,1,3,51.11
Berlin,2023-11-04,14.9,47.3,62,21.6,74.3,56.4,0,4,41.82
Berlin,2023-11-05,21.6,72.9,33,33.0,62.8,69.3,0,4,43.38
Berlin,2023-11-06,20.2,64.8,39,24.5,77.8,59.1,1,4,50.31
Berlin,2023-11-07,15.3,61.0,80,29.6,63.1,60.4,1,2,50.99
Berlin,2023-11-08,21.1,61.6,86,36.7,50.7,56.2,1,4,49.46
Berlin,2023-11-09,23.2,70.3,60,33.3,72.7,56.4,1,2,50.97
Berlin,2023-11-10,10.3,80.1,47,31.2,53.1,67.1,1,3,53.7
Berlin,2023-11-11,10.0,71.4,53,37.0,94.8,75.8,0,7,60.07
Berlin,2023-11-12,36.7,55.3,31,26.2,47.0,56.2,0,5,40.76
Berlin,2023-11-13,15.2,52.7,58,38.6,48.4,62.2,1,3,49.82
Berlin,2023-11-14,13.3,58.1,37,27.8,70.5,55.6,1,5,51.98
Berlin,2023-11-15,13.9,66.6,51,25.4,89.3,60.6,1,1,53.91
Berlin,2023-11-16,15.2,56.6,76,32.1,80.4,63.1,1,4,56.67
Berlin,2023-11-17,21.6,69.8,72,37.1,47.1,62.1,1,2,48.08
Berlin,2023-11-18,32.4,61.2,52,40.8,72.0,58.5,0,3,48.5
Berlin,2023-11-19,20.3,77.6,64,33.2,83.2,68.2,0,1,47.42
Berlin,2023-11-20,26.0,82.0,31,17.3,74.7,67.8,1,2,49.73
Berlin,2023-11-21,22.2,49.9,61,32.9,67.9,56.4,1,4,49.14
Berlin,2023-11-22,16.6,66.0,62,40.0,78.7,61.2,1,2,56.22
Berlin,2023-11-23,22.9,60.2,60,32.1,74.8,55.9,1,2,49.81
Berlin,2023-11-24,10.1,68.4,44,31.0,77.7,57.6,1,2,54.76
Berlin,2023-11-25,15.4,52.3,47,32.2,57.6,60.2,0,4,41.67
Berlin,2023-11-26,17.1,69.5,50,49.7,44.3,62.0,0,1,42.87
Berlin,2023-11-27,18.9,61.5,34,37.7,59.4,60.9,1,0,47.22
Berlin,2023-11-28,10.1,69.4,65,37.5,74.8,60.7,1,1,56.87
Berlin,2023-11-29,26.6,65.0,69,30.3,50.3,60.9,1,1,46.85
Berlin,2023-11-30,20.8,64.2,70,38.4,43.5,68.7,1,2,48.58
Berlin,2023-12-01,21.3,64.9,65,29.3,59.2,63.6,1,0,46.25
Berlin,2023-12-02,19.5,68.9,44,30.9,84.6,63.8,0,3,46.41
Berlin,2023-12-03,12.3,72.4,55,27.6,76.9,60.2,0,0,44.56
Berlin,2023-12-04,17.1,68.0,43,21.5,60.1,48.6,1,3,45.0
Berlin,2023-12-05,9.3,42.8,20,37.2,60.3,62.0,1,2,50.38
Berlin,2023-12-06,23.2,76.4,44,49.8,69.0,63.8,1,1,55.08
Berlin,2023-12-07,24.2,64.2,48,25.5,66.8,61.6,1,2,47.69
Berlin,2023-12-08,20.2,69.1,54,19.3,49.9,64.3,1,3,44.56
Berlin,2023-12-09,23.0,54.5,20,39.5,50.2,54.4,0,6,39.49
Berlin,2023-12-10,15.3,81.4,33,44.2,56.0,64.9,0,3,46.9
Berlin,2023-12-11,16.5,58.1,74,36.4,74.7,59.0,1,0,52.2
Berlin,2023-12-12,16.6,67.0,97,15.0,63.1,64.5,1,1,47.74
Berlin,2023-12-13,10.4,70.8,31,28.6,78.5,63.8,1,0,53.17
Berlin,2023-12-14,21.1,61.2,80,39.6,85.2,61.1,1,4,57.66
Berlin,2023-12-15,29.2,62.9,48,24.4,79.0,65.2,1,2,52.33
Berlin,2023-12-16,18.1,72.4,31,22.4,46.8,66.7,0,0,34.72
Berlin,2023-12-17,15.6,57.6,35,27.7,58.0,68.2,0,4,41.73
Berlin,2023-12-18,7.1,49.5,90,41.9,76.5,57.7,1,1,58.37
Berlin,2023-12-19,30.5,69.0,55,30.7,76.9,62.5,1,1,53.84
Berlin,2023-12-20,20.4,57.6,42,23.4,64.4,61.4,1,2,45.43
Berlin,2023-12-21,15.1,57.1,50,34.7,74.9,64.5,1,2,53.72
Berlin,2023-12-22,18.2,56.6,37,23.2,76.8,53.0,1,2,46.89
Berlin,2023-12-23,28.9,77.1,42,35.9,51.6,58.3,0,3,42.66
Berlin,2023-12-24,16.1,57.6,37,38.0,70.4,59.9,0,0,42.2
Berlin,2023-12-25,26.1,66.9,41,32.0,64.3,60.0,1,3,50.27
Berlin,2023-12-26,8.0,71.4,60,27.1,63.2,50.4,1,5,54.02
Berlin,2023-12-27,31.8,50.1,41,29.1,77.8,49.0,1,4,51.65
Berlin,2023-12-28,18.9,65.1,60,28.8,47.1,57.0,1,1,44.09
Berlin,2023-12-29,4.8,68.1,70,27.9,55.2,70.8,1,3,55.99
Berlin,2023-12-30,11.9,51.8,54,28.2,34.7,63.9,0,4,38.28
Berlin,2023-12-31,6.4,76.5,20,18.9,80.8,70.6,0,1,46.59
Berlin,2024-01-01,27.3,67.9,37,28.1,41.5,62.2,1,0,42.85
Berlin,2024-01-02,7.3,57.7,34,29.1,68.4,59.6,1,1,51.51
Berlin,2024-01-03,25.7,56.9,20,33.4,58.7,65.2,1,1,46.54
Berlin,2024-01-04,14.9,70.2,37,31.3,57.6,66.1,1,2,50.28
Berlin,2024-01-05,15.8,75.8,41,42.8,98.2,66.1,1,2,62.04
Berlin,2024-01-06,16.8,71.8,20,32.1,80.7,55.3,0,4,45.38
Berlin,2024-01-07,25.8,74.4,20,38.1,43.6,51.1,0,2,36.98
Berlin,2024-01-08,28.1,74.1,62,24.3,70.8,57.3,1,2,50.66
Berlin,2024-01-09,16.9,63.2,49,39.7,48.6,61.5,1,2,49.1
Berlin,2024-01-10,28.5,69.8,49,35.1,75.8,53.2,1,1,52.2
Berlin,2024-01-11,27.9,68.9,20,34.7,45.5,63.6,1,0,45.19
Berlin,2024-01-12,28.9,66.4,64,36.4,73.2,59.3,1,3,55.34
Berlin,2024-01-13,23.6,48.9,27,22.2,76.8,69.4,0,1,38.5
Berlin,2024-01-14,18.3,70.3,55,44.4,55.2,59.9,0,1,43.05
Berlin,2024-01-15,40.0,65.3,27,22.8,83.8,56.7,1,8,59.89
Berlin,2024-01-16,24.8,77.6,59,25.3,68.8,59.6,1,2,49.82
Berlin,2024-01-17,17.9,71.9,26,15.0,75.6,61.8,1,1,46.2
Berlin,2024-01-18,3.7,65.5,77,30.9,59.6,60.9,1,3,56.51
Berlin,2024-01-19,12.5,65.3,51,23.5,76.4,56.9,1,1,50.59
Berlin,2024-01-20,19.3,65.0,29,27.0,81.9,63.2,0,2,42.75
Berlin,2024-01-21,21.8,53.5,43,31.0,60.1,53.3,0,0,34.61
Berlin,2024-01-22,26.3,65.0,46,30.2,57.5,65.5,1,0,46.97
Berlin,2024-01-23,21.0,61.0,20,34.3,72.9,64.7,1,2,49.7
Berlin,2024-01-24,13.9,68.5,23,38.2,46.5,62.4,1,1,48.03
Berlin,2024-01-25,16.8,60.8,48,24.0,49.9,59.2,1,1,43.47
Berlin,2024-01-26,27.4,61.7,40,21.4,96.1,73.1,1,3,55.91
Berlin,2024-01-27,22.7,66.0,20,25.0,65.3,62.0,0,2,37.48
Berlin,2024-01-28,12.7,72.7,60,33.5,78.6,58.5,0,5,50.52
Berlin,2024-01-29,10.0,79.4,49,33.4,78.7,62.5,1,0,56.25
Berlin,2024-01-30,13.5,53.6,27,27.7,61.6,66.2,1,2,48.51
Berlin,2024-01-31,21.5,65.2,48,47.7,47.1,56.2,1,3,49.23
Berlin,2024-02-01,4.5,67.2,43,27.4,72.1,62.5,1,3,56.47
Berlin,2024-02-02,27.4,74.4,71,15.0,68.1,64.3,1,2,48.98
Berlin,2024-02-03,24.6,65.3,20,24.5,44.6,63.5,0,3,35.0
Berlin,2024-02-04,5.3,52.2,29,22.6,40.2,60.9,0,3,37.96
Berlin,2024-02-05,22.8,63.9,61,35.4,59.4,51.7,1,2,47.3
Berlin,2024-02-06,21.3,65.1,82,15.8,86.2,61.1,1,1,49.15
Berlin,2024-02-07,16.0,80.0,49,37.5,53.9,61.6,1,3,52.43
Berlin,2024-02-08,18.8,68.7,34,44.2,68.9,58.1,1,3,53.66
Berlin,2024-02-09,25.8,65.8,37,39.6,57.1,58.1,1,2,49.31
Berlin,2024-02-10,29.6,61.9,20,30.3,56.5,63.8,0,4,41.52
Berlin,2024-02-11,-1.0,87.8,27,35.9,84.0,62.3,0,0,54.12
Berlin,2024-02-12,-0.0,64.0,34,21.9,77.4,53.1,1,2,54.54
Berlin,2024-02-13,33.3,69.1,72,15.0,79.1,63.9,1,5,55.49
Berlin,2024-02-14,34.3,46.2,68,31.0,55.1,54.9,1,3,49.78
Berlin,2024-02-15,16.9,71.7,44,18.9,62.3,57.7,1,1,45.16
Berlin,2024-02-16,17.5,75.1,45,20.8,83.1,62.9,1,2,51.76
Berlin,2024-02-17,28.2,64.5,58,35.2,60.6,61.6,0,3,44.11
Berlin,2024-02-18,32.8,67.4,25,29.4,33.3,61.7,0,6,40.05
Berlin,2024-02-19,12.2,50.0,56,30.0,69.5,67.1,1,4,54.12
Berlin,2024-02-20,31.8,71.9,62,23.4,82.6,59.4,1,2,54.4
Berlin,2024-02-21,23.2,82.5,76,34.9,58.7,63.9,1,3,52.77
Berlin,2024-02-22,18.1,61.4,43,37.3,61.7,60.8,1,0,48.34
Berlin,2024-02-23,27.4,82.3,26,33.5,81.5,58.4,1,2,54.25
Berlin,2024-02-24,19.3,52.2,41,35.3,79.8,69.8,0,1,44.29
Berlin,2024-02-25,18.0,55.5,30,26.4,69.9,56.8,0,4,40.4
Berlin,2024-02-26,10.4,58.1,44,22.8,67.5,60.0,1,2,49.73
Berlin,2024-02-27,19.9,68.8,20,27.2,65.2,58.8,1,1,45.53
Berlin,2024-02-28,8.9,78.8,38,31.5,50.3,62.2,1,2,51.51
Berlin,2024-02-29,22.2,53.2,30,25.0,86.1,64.6,1,3,50.0
Berlin,2024-03-01,16.7,61.4,25,45.9,49.9,65.3,1,2,50.47
Berlin,2024-03-02,12.8,67.1,49,31.7,69.8,65.5,0,3,46.7
Berlin,2024-03-03,11.2,70.5,69,29.5,69.2,53.5,0,2,44.99
Berlin,2024-03-04,5.6,65.5,44,35.2,77.9,66.2,1,1,58.25
Berlin,2024-03-05,36.1,66.2,28,31.4,59.2,55.1,1,3,51.46
Berlin,2024-03-06,15.5,49.0,20,21.9,64.1,58.7,1,3,45.27
Berlin,2024-03-07,26.0,68.6,65,30.2,89.0,62.7,1,1,54.8
Berlin,2024-03-08,10.0,61.9,53,36.9,58.8,74.7,1,1,54.7
Berlin,2024-03-09,29.7,71.1,49,28.3,70.9,69.1,0,3,46.4
Berlin,2024-03-10,12.1,64.0,28,25.0,53.5,57.6,0,5,40.77
Berlin,2024-03-11,28.3,55.0,64,17.8,62.0,63.4,1,3,47.28
Berlin,2024-03-12,30.6,71.5,25,31.5,76.9,55.4,1,3,53.26
Berlin,2024-03-13,6.0,55.6,34,36.1,54.5,61.6,1,1,51.35
Berlin,2024-03-14,30.0,53.5,60,32.0,56.4,54.9,1,1,47.24
Berlin,2024-03-15,18.8,71.0,38,30.1,63.7,63.4,1,2,49.3
